work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,FT,Data Analyst,101520,USD,101520,US,0,US,M
2024,EN,FT,Data Analyst,45864,USD,45864,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,SE,FT,Data Analyst,174000,USD,174000,US,100,US,M
2024,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Analyst,145000,USD,145000,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,SE,FT,Data Analyst,90000,CAD,69230,CA,0,CA,M
2024,SE,FT,Data Analyst,75000,CAD,57692,CA,0,CA,M
2024,MI,FT,Data Analyst,112300,USD,112300,US,0,US,M
2024,MI,FT,Data Analyst,75100,USD,75100,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,CA,0,CA,M
2024,EN,FT,Data Analyst,70000,USD,70000,CA,0,CA,M
2024,MI,FT,Data Analyst,101098,USD,101098,US,0,US,M
2024,MI,FT,Data Analyst,59469,USD,59469,US,0,US,M
2024,MI,FT,Data Analyst,30000,EUR,33333,LT,0,LT,M
2024,MI,FT,Data Analyst,25800,EUR,28666,LT,0,LT,M
2024,MI,FT,Data Analyst,55000,GBP,68750,GB,100,GB,M
2024,MI,FT,Data Analyst,45000,GBP,56250,GB,100,GB,M
2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,EN,FT,Data Analyst,129200,USD,129200,US,100,US,M
2024,MI,FT,Data Analyst,143800,USD,143800,US,100,US,M
2024,MI,FT,Data Analyst,106300,USD,106300,US,100,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,EN,FT,Data Analyst,83300,USD,83300,US,0,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,62500,US,0,US,M
2024,EN,FT,Data Analyst,44000,GBP,55000,US,0,US,M
2024,EN,FT,Data Analyst,156000,USD,156000,US,0,US,M
2024,EN,FT,Data Analyst,94000,USD,94000,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2024,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
2024,SE,FT,Data Analyst,149925,USD,149925,US,0,US,M
2024,SE,FT,Data Analyst,91260,USD,91260,US,0,US,M
2024,MI,FT,Data Analyst,77280,USD,77280,US,0,US,M
2024,MI,FT,Data Analyst,58000,USD,58000,US,0,US,M
2024,MI,FT,Data Analyst,125000,USD,125000,US,100,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,SE,FT,Data Analyst,209000,USD,209000,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,EN,FT,Data Analyst,64500,USD,64500,US,0,US,M
2024,EN,FT,Data Analyst,46500,USD,46500,US,0,US,M
2024,MI,FT,Data Analyst,86940,USD,86940,US,0,US,M
2024,MI,FT,Data Analyst,66000,USD,66000,US,0,US,M
2024,MI,FT,Data Analyst,77280,USD,77280,US,0,US,M
2024,MI,FT,Data Analyst,58000,USD,58000,US,0,US,M
2024,EN,FT,Data Analyst,97000,USD,97000,US,0,US,M
2024,EN,FT,Data Analyst,62000,USD,62000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Analyst,86220,USD,86220,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
2024,SE,FT,Data Analyst,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2024,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2024,SE,FT,Data Analyst,245400,USD,245400,US,100,US,M
2024,SE,FT,Data Analyst,135800,USD,135800,US,100,US,M
2024,MI,FT,Data Analyst,174000,USD,174000,US,0,US,M
2024,MI,FT,Data Analyst,132000,USD,132000,US,0,US,M
2024,SE,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Analyst,44000,GBP,55000,GB,0,GB,M
2024,SE,FT,Data Analyst,170000,USD,170000,CA,100,CA,M
2024,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
2024,SE,FT,Data Analyst,142166,USD,142166,US,0,US,M
2024,SE,FT,Data Analyst,88854,USD,88854,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,EN,FT,Data Analyst,61700,USD,61700,US,0,US,M
2024,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M
2024,SE,FT,Data Analyst,113800,USD,113800,US,100,US,M
2024,SE,FT,Data Analyst,74400,USD,74400,US,100,US,M
2024,EN,FT,Data Analyst,20000,USD,20000,KE,100,KE,M
2024,SE,FT,Data Analyst,147500,USD,147500,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,EN,FT,Data Analyst,102927,USD,102927,AU,0,AU,M
2024,EN,FT,Data Analyst,95010,USD,95010,AU,0,AU,M
2024,EN,FT,Data Analyst,83000,USD,83000,US,100,US,M
2024,EN,FT,Data Analyst,64000,USD,64000,US,100,US,M
2024,EN,FT,Data Analyst,99200,USD,99200,US,100,US,M
2024,EN,FT,Data Analyst,69400,USD,69400,US,100,US,M
2024,SE,FT,Data Analyst,207300,USD,207300,US,0,US,M
2024,SE,FT,Data Analyst,114700,USD,114700,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Analyst,106260,USD,106260,US,0,US,M
2024,SE,FT,Data Analyst,82000,USD,82000,US,0,US,M
2024,SE,FT,Data Analyst,202800,USD,202800,US,0,US,M
2024,SE,FT,Data Analyst,108200,USD,108200,US,0,US,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,77280,USD,77280,US,0,US,M
2024,EN,FT,Data Analyst,58000,USD,58000,US,0,US,M
2024,EN,FT,Data Analyst,110000,USD,110000,US,100,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M
2024,EN,FT,Data Analyst,83300,USD,83300,US,0,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,US,0,US,M
2024,MI,FT,Data Analyst,152300,USD,152300,US,0,US,M
2024,MI,FT,Data Analyst,76200,USD,76200,US,0,US,M
2024,MI,FT,Data Analyst,70000,USD,70000,US,100,US,M
2024,MI,FT,Data Analyst,51000,USD,51000,US,100,US,M
2024,MI,FT,Data Analyst,148017,USD,148017,US,0,US,M
2024,MI,FT,Data Analyst,87069,USD,87069,US,0,US,M
2024,MI,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
2024,EN,FT,Data Analyst,43500,USD,43500,US,0,US,M
2024,EN,FT,Data Analyst,41000,USD,41000,US,0,US,M
2024,SE,FT,Data Analyst,185100,USD,185100,US,0,US,M
2024,SE,FT,Data Analyst,148500,USD,148500,US,0,US,M
2024,SE,FT,Data Analyst,147000,USD,147000,US,100,US,M
2024,SE,FT,Data Analyst,92000,USD,92000,US,100,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Analyst,64500,USD,64500,US,0,US,M
2024,EN,FT,Data Analyst,46500,USD,46500,US,0,US,M
2024,SE,FT,Data Analyst,144606,USD,144606,US,0,US,M
2024,SE,FT,Data Analyst,128539,USD,128539,US,0,US,M
2024,MI,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,SE,FT,Data Analyst,194000,USD,194000,US,0,US,M
2024,SE,FT,Data Analyst,122000,USD,122000,US,0,US,M
2024,SE,FT,Data Analyst,114200,USD,114200,US,0,US,M
2024,SE,FT,Data Analyst,92900,USD,92900,US,0,US,M
2024,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,107000,USD,107000,US,0,US,M
2024,MI,FT,Data Analyst,155700,USD,155700,US,0,US,M
2024,MI,FT,Data Analyst,75500,USD,75500,US,0,US,M
2024,SE,FT,Data Analyst,190000,USD,190000,US,0,US,M
2024,SE,FT,Data Analyst,152000,USD,152000,US,0,US,M
2024,MI,FT,Data Analyst,84105,USD,84105,US,0,US,M
2024,MI,FT,Data Analyst,76095,USD,76095,US,0,US,M
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2024,SE,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Analyst,128000,USD,128000,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,EN,FT,Data Analyst,225000,USD,225000,US,0,US,M
2024,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M
2024,EN,FT,Data Analyst,129000,USD,129000,US,0,US,M
2024,EN,FT,Data Analyst,86000,USD,86000,US,0,US,M
2024,EN,FT,Data Analyst,54000,USD,54000,US,100,US,M
2024,EN,FT,Data Analyst,43400,USD,43400,US,100,US,M
2024,MI,FT,Data Analyst,101081,USD,101081,US,0,US,M
2024,MI,FT,Data Analyst,78108,USD,78108,US,0,US,M
2024,SE,FT,Data Analyst,180500,USD,180500,US,0,US,M
2024,SE,FT,Data Analyst,96200,USD,96200,US,0,US,M
2024,EN,FT,Data Analyst,144000,USD,144000,US,100,US,M
2024,EN,FT,Data Analyst,81000,USD,81000,US,100,US,M
2024,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,SE,FT,Data Analyst,108334,USD,108334,US,0,US,M
2024,SE,FT,Data Analyst,59923,USD,59923,US,0,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,SE,FT,Data Analyst,172000,USD,172000,US,0,US,M
2024,SE,FT,Data Analyst,101000,USD,101000,US,0,US,M
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2024,EN,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,EN,FT,Data Analyst,52000,GBP,65000,GB,0,GB,M
2024,EN,FT,Data Analyst,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Data Analyst,122000,USD,122000,US,0,US,M
2024,EN,FT,Data Analyst,94000,USD,94000,US,0,US,M
2024,EN,FT,Data Analyst,82402,USD,82402,US,0,US,M
2024,EN,FT,Data Analyst,48508,USD,48508,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,US,100,US,M
2024,SE,FT,Data Analyst,144538,USD,144538,US,0,US,M
2024,SE,FT,Data Analyst,96358,USD,96358,US,0,US,M
2024,EN,FT,Data Analyst,77280,USD,77280,US,0,US,M
2024,EN,FT,Data Analyst,58000,USD,58000,US,0,US,M
2024,EN,FT,Data Analyst,198000,USD,198000,US,0,US,M
2024,EN,FT,Data Analyst,144000,USD,144000,US,0,US,M
2024,SE,FT,Data Analyst,118000,USD,118000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,93100,USD,93100,US,0,US,M
2024,EN,FT,Data Analyst,60000,USD,60000,US,0,US,M
2024,EN,FT,Data Analyst,67095,USD,67095,US,0,US,M
2024,EN,FT,Data Analyst,51120,USD,51120,US,0,US,M
2024,SE,FT,Data Analyst,150700,USD,150700,US,0,US,M
2024,SE,FT,Data Analyst,87400,USD,87400,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,SE,FT,Data Analyst,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Analyst,168000,USD,168000,US,100,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,64000,USD,64000,US,0,US,M
2024,EN,FT,Data Analyst,124650,USD,124650,US,0,US,M
2024,EN,FT,Data Analyst,88200,USD,88200,US,0,US,M
2024,SE,FT,Data Analyst,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Analyst,204650,USD,204650,US,100,US,M
2024,SE,FT,Data Analyst,123990,USD,123990,US,100,US,M
2024,EN,FT,Data Analyst,106000,USD,106000,US,0,US,M
2024,EN,FT,Data Analyst,66000,USD,66000,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2024,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,EX,FT,Data Analyst,125000,USD,125000,US,0,US,M
2024,EX,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Analyst,83552,USD,83552,US,100,US,M
2024,MI,FT,Data Analyst,49148,USD,49148,US,100,US,M
2024,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M
2024,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2024,EN,FT,Data Analyst,92700,USD,92700,US,0,US,M
2024,EN,FT,Data Analyst,64900,USD,64900,US,0,US,M
2024,SE,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,SE,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,EN,FT,Data Analyst,136000,USD,136000,US,0,US,M
2024,EN,FT,Data Analyst,82000,USD,82000,US,0,US,M
2024,MI,FT,Data Analyst,92000,USD,92000,US,0,US,M
2024,MI,FT,Data Analyst,82000,USD,82000,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,SE,FT,Data Analyst,204650,USD,204650,US,100,US,M
2024,SE,FT,Data Analyst,123990,USD,123990,US,100,US,M
2024,MI,FT,Data Analyst,152300,USD,152300,US,0,US,M
2024,MI,FT,Data Analyst,76200,USD,76200,US,0,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2024,SE,FT,Data Analyst,119900,USD,119900,US,0,US,M
2024,SE,FT,Data Analyst,109000,USD,109000,US,0,US,M
2024,EN,FT,Data Analyst,135000,USD,135000,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,MI,FT,Data Analyst,89500,USD,89500,US,100,US,M
2024,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,SE,FT,Data Analyst,198000,USD,198000,US,0,US,M
2024,SE,FT,Data Analyst,108000,USD,108000,US,0,US,M
2024,EN,FT,Data Analyst,71250,USD,71250,US,100,US,M
2024,EN,FT,Data Analyst,57000,USD,57000,US,100,US,M
2024,SE,FT,Data Analyst,96600,USD,96600,US,0,US,M
2024,SE,FT,Data Analyst,55200,USD,55200,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,EN,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,SE,FT,Data Analyst,132974,USD,132974,US,0,US,M
2024,SE,FT,Data Analyst,88670,USD,88670,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M
2024,SE,FT,Data Analyst,122500,USD,122500,US,100,US,M
2024,SE,FT,Data Analyst,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Data Analyst,60000,GBP,75000,GB,0,GB,M
2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M
2024,EN,FT,Data Analyst,83300,USD,83300,US,0,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,US,0,US,M
2024,SE,FT,Data Analyst,96600,USD,96600,US,0,US,M
2024,SE,FT,Data Analyst,55200,USD,55200,US,0,US,M
2024,EN,FT,Data Analyst,40000,USD,40000,BR,0,BR,M
2024,EN,FT,Data Analyst,30000,USD,30000,BR,0,BR,M
2024,MI,FT,Data Analyst,135000,USD,135000,US,0,US,M
2024,MI,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,EN,FT,Data Analyst,93500,USD,93500,US,0,US,M
2024,EN,FT,Data Analyst,53300,USD,53300,US,0,US,M
2024,SE,FT,Data Analyst,197100,USD,197100,US,100,US,M
2024,SE,FT,Data Analyst,131414,USD,131414,US,100,US,M
2024,EN,FT,Data Analyst,36500,GBP,45625,GB,0,GB,M
2024,EN,FT,Data Analyst,34000,GBP,42500,GB,0,GB,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,100,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M
2024,SE,FT,Data Analyst,122500,USD,122500,US,100,US,M
